name,description,neighborhood_overview,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
"3-min walk to subway, parking","*30+ day rental* Studio suite 3-minute walk to Red Line subway station and walking distance to Harvard Square. ***1 free parking spot included*** Enjoy the direct short train ride to Kendall Square, MIT, downtown Boston and other major destinations. Direct bus ride to Tufts. Steps to grocery stores, restaurants, theatre and great night scenes in Davis Square. Fresh linens and towels. 1 queen bed. 1 sofa bed. Updated bathroom. Coffee machine, WiFi. Shared deck.","We are a 3-minute walk to grocery stores, subway, hardware store, bookstore and many restaurants. Our neighborhood is located on a quiet street, while providing the convenience of being literally steps to the Red Line Porter Square train station. We are about 15-minute walk to Harvard (or 1 stop after walking directly to the subway station across the street). If you take the subway or bus, you can get to Harvard in less than 10 minutes. Red Line also takes you directly to downtown Boston.","Cambridge, MA","Hi I’m Emily, and I’m a professional property manager. Please don’t hesitate to contact me or my team anytime if you have questions. I would also love to share with you my recommendations for travel places and restaurants in the Greater Boston area. We look forward to meeting you and giving you a perfect stay! :)",within a few hours,90%,58%,North Cambridge,2,7,"['email', 'phone']",Neighborhood highlights,North Cambridge,,42.38988144,-71.12277996,Entire rental unit,Entire home/apt,1,1,1 bath,0,1,"[""Refrigerator"", ""Bed linens"", ""Free parking on premises"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Hot water"", ""Smoke alarm"", ""Mini fridge"", ""Kitchenette"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Radiant heating"", ""Free washer \u2013 In building""]",$100.00 ,1,1,0,153,1,60,6000,4,4,4,5,5,5,3,2,2,0,0,0.13
Private Room near Harvard/MIT/Union/Inman/Central,"Enjoy a stylish experience at this centrally-located place at the border between Cambridge and Somerville, MA.<br /><br />This modern space between Union and Inman Squares is perfect for travelers looking for a comfortable and convenient stay in proximity to MIT / Harvard . A five-minute walk to the newly constructed Union Square subway station can transport you across the Charles River to Boston in under 10 minutes on on the MBTA green line.",,"Boston, MA",,within a day,50%,60%,Ward Two,1,1,"['email', 'phone']",,Wellington-Harrington,,42.37408027,-71.09550634,Private room in condo,Private room,2,2.5,2.5 baths,1,1,"[""Bed linens"", ""Trash compactor"", ""Free dryer \u2013 In building"", ""Central air conditioning"", ""Rice maker"", ""Exercise equipment: free weights, yoga mat"", ""Cooking basics"", ""Freezer"", ""Drying rack for clothing"", ""Elevator"", ""Clothing storage: closet and dresser"", ""Lock on bedroom door"", ""First aid kit"", ""Samsung refrigerator"", ""Free parking on premises"", ""Self check-in"", ""KitchenAid stainless steel gas stove"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Baking sheet"", ""Iron"", ""Blender"", ""Keypad"", ""Coffee"", ""Dr. Bronner's / Irish Spring / Dove body soap"", ""Shared patio or balcony"", ""Cleaning products"", ""Toaster"", ""Pets allowed"", ""Smoke alarm"", ""Laundromat nearby"", ""Herbal Essence shampoo"", ""Hangers"", ""Essentials"", ""Dining table"", ""Coffee maker: espresso machine"", ""Carbon monoxide alarm"", ""65 inch HDTV with Amazon Prime Video, Chromecast, HBO Max"", ""Kitchen"", ""Free washer \u2013 In building"", ""Portable fans"", ""Dishwasher"", ""Logitech / Onkyo / Pioneer / Allen & Heath sound system with Bluetooth and aux"", ""Room-darkening shades"", ""Herbal Essence conditioner"", ""Dishes and silverware"", ""Hot water"", ""Fast wifi \u2013 520 Mbps"", ""Ceiling fan"", ""Wine glasses"", ""Central heating"", ""Fire extinguisher"", ""KitchenAid stainless steel single oven"", ""Record player""]",$153.00 ,5,1,0,214,1,6,918,5,5,5,5,5,4.8,5,1,0,1,0,0.22
Spacious 2-bedroom apt. in Cambridge,"Enjoy a stylish experience at this centrally-located place. 2-bedroom Accommodation at the Central Cambridge Location. 7 minutes walk to ""T""- Central Sq., 5 minutes walk to Charles river. Walking distance to Harvard, MIT, BU. Walk to Whole Food and Trader Joe's supermarket.  Glass sliding door leads to a cozy backyard.","7 minutes walk to ""T""- Central Sq., 5 minutes walk to Charles river. Walking distance to Harvard, MIT, BU. Walk to Whole Food and Trader Joe's supermarket. And walking distance to Walgreens and CVS.",,,within an hour,100%,100%,Cambridgeport,17,18,"['email', 'phone']",Neighborhood highlights,Cambridgeport,,42.36198064,-71.11217419,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Shower gel"", ""Shared backyard"", ""Luggage dropoff allowed"", ""Lockbox"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Cleaning products"", ""Toaster"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Wifi"", ""Window AC unit"", ""Shampoo"", ""Portable fans"", ""Body soap"", ""Kitchen"", ""Dishwasher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Central heating"", ""Gas stove"", ""Clothing storage: closet, wardrobe, and dresser""]",$149.00 ,57,21,1,163,22,255,37995,4.67,4.7,4.47,4.91,4.89,4.61,4.53,8,8,0,0,2.48
Walk to Harvard/MIT/Charles River/BU/Fenway,"This is a newly spacious unit in Cambridge Port, situated near the Charles River between Harvard & MIT <br /><br />A street parking permit is available - 2nd permit might available if needed<br /><br />The house driveway is private and designated only for loading and unloading luggage when check in/out.<br /><br />Security cameras monitor entries and exits to ensure your safety and accurate guest counts<br /><br />Walk to Harvard University, Harvard Business School, MIT, and BU","Cambridgeport Area<br />Central Square Red Line Subway 10 mins Walks and 3 stops to Boston<br />Walkable to Harvard / Central Square, MIT,BU and Fenway<br />Whole Food, Trader Joe few mins away<br />Charles River 2 blocks away<br />2 mins walk to Courtyard by Marriott Boston Cambridge","Cambridge, MA","We're semiretired.  We welcome you to experience the Greater Boston area, it truly is an incredible neighborhood, a perfect blend of historic and modern ambiance.",within an hour,100%,100%,Cambridgeport,4,10,"['email', 'phone']",Neighborhood highlights,Cambridgeport,,42.36053388,-71.11057141,Entire home,Entire home/apt,6,2,2 baths,3,4,"[""Refrigerator"", ""Bed linens"", ""Coffee maker: pour-over coffee"", ""Conditioner"", ""Central air conditioning"", ""Free street parking"", ""Single level home"", ""50 inch HDTV"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Luggage dropoff allowed"", ""Lockbox"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Stainless steel single oven"", ""Cleaning products"", ""Toaster"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Essentials"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Central heating"", ""Exterior security cameras on property"", ""Stainless steel gas stove""]",$395.00 ,31,15,0,104,17,120,47400,4.97,4.94,5,5,4.97,5,4.84,1,1,0,0,1.42
"Cozy Room Near MIT/MGH/Harvard, 30 Days+","Enjoy easy access to everything from this perfectly located home: <br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,"Cambridge, MA",,within an hour,100%,98%,Wellington-Harrington,33,42,"['email', 'phone']",,East Cambridge,,42.3685,-71.08232,Private room in home,Private room,1,3,3 baths,1,1,"[""Refrigerator"", ""Bed linens"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Lock on bedroom door"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Cleaning products"", ""Smoke alarm"", ""Hangers"", ""Dining table"", ""Carbon monoxide alarm"", ""Wifi"", ""Window AC unit"", ""Kitchen"", ""Stove"", ""Backyard - Fully fenced"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Heating""]",$50.00 ,5,2,1,219,2,120,6000,4.8,5,4.6,5,5,5,4.6,22,1,21,0,0.27
Budget room in Cambridge,"clean and tidy space, easy access to essential amenities like bathroom and kitchen facilities, privacy, good natural lighting",,"Cambridge, MA","My family lives in Germany Berlin for over 30 years , I usually visit them , it’s been 10 years I live in Cambridge. I m a mechanical engineer .",within an hour,100%,99%,Wellington-Harrington,6,6,"['email', 'phone']",,The Port,,42.37036824,-71.09752015,Private room in home,Private room,2,1.5,1.5 baths,1,2,"[""Bed linens"", ""Hot water kettle"", ""Freezer"", ""Lock on bedroom door"", ""Shower gel"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Keypad"", ""Toaster"", ""General electric  refrigerator"", ""Smoke alarm"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Pantene  shampoo"", ""Heating""]",$59.00 ,128,65,1,129,78,255,15045,4.65,4.77,4.66,4.9,4.88,4.81,4.62,5,0,5,0,5.63
Art boutique 1-BR apt “Geometry of Emotions”,Exclusive brand-new luxurious apartment with a custom artistic high-tech design. The interior is decorated with original artworks from collection “Geometry of Emotions” by worldwide renowned artists Nicholas Shaplyko and Ekaterina Sorokina co-founders of “Museum of Modern Renaissance”. <br />Each color creates a certain vibration affecting the human biofield. Specially selected combinations of colors are designed to bring the inner environment of this apartment into harmony and healthy well-being.,"Excellent location: 6-minutes' walk to T-station ""Lechmere"", 12 minutes walking to T-station ""Kendall/MIT"", walking distance to MIT, to Twin city Plaza and to Cambridgeside Mall.<br />30 minutes walking to Mass General Hospital (MGH)",,,within an hour,100%,100%,Cambridgeport,17,18,"['email', 'phone']",Neighborhood highlights,East Cambridge,,42.36773,-71.08033,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Refrigerator"", ""Bed linens"", ""Free street parking"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Shower gel"", ""Shared backyard"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Paid dryer \u2013 In building"", ""Lockbox"", ""Self check-in"", ""Clothing storage: closet and wardrobe"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Induction stove"", ""Long term stays allowed"", ""Cleaning products"", ""Toaster"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Mosquito net"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Body soap"", ""Paid washer"", ""Dishwasher"", ""Room-darkening shades"", ""Dishes and silverware"", ""Hot water"", ""Wine glasses"", ""Central heating""]",$154.00 ,41,19,1,147,19,255,39270,4.54,4.8,4.59,4.88,4.88,4.78,4.41,8,8,0,0,1.85
"Cozy Room Near MIT/MGH/Harvard, 30 Days+","Enjoy easy access to everything from this perfectly located home: <br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,"Cambridge, MA",,within an hour,100%,98%,Wellington-Harrington,33,42,"['email', 'phone']",,East Cambridge,,42.36851056,-71.08383825,Private room in home,Private room,1,1,1 bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Lock on bedroom door"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Cleaning products"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Wifi"", ""Kitchen"", ""Stove"", ""Backyard - Fully fenced"", ""Room-darkening shades"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Central heating"", ""Exterior security cameras on property"", ""Fire extinguisher""]",$53.00 ,6,4,0,275,2,240,12720,4.33,4.5,4.83,4.83,4.83,4.83,4.17,22,1,21,0,0.3
Riverside Hotel Near Fenway Park – 10 Min Drive,"You’ll be at the heart of Cambridge with stunning Charles River vistas, immersed in culture with MIT and Harvard nearby, steps from Inman Square’s shops, and a short walk to Faneuil Hall and Boston's top attractions.","Museum of Science, Boston - 0.2 miles; <br />Boston Common & Public Garden, Boston - 0.9 miles; <br />Boston Children's Museum, Boston - 1 miles; <br />Bunker Hill Monument & Museum, Charlestown - 1 miles; <br />Old North Church, Boston - 1 miles; <br />USS Constitution Museum, Charlestown - 1 miles; <br />Boston Public Library, Boston - 1 miles; <br />Boston Symphony Hall, Boston - 1 miles; <br />LEGOLAND Discovery Center Boston, Somerville - 1 miles; <br />Fogg Art Museum, Cambridge - 2 miles; <br />Museum of Fine Arts, Boston - 2 miles; <br />Harvard University, Cambridge - 2 miles; <br />Tufts University, Boston - 3 miles; <br />Zoo New England, Stoneham - 6 miles; <br />Lexington National Historical Site, Lexington - 7 miles; <br />Adams National Historical Park, Quincy - 8 miles; <br />Buckman Revolutionary War Tavern, Lexington - 9 miles; <br />Logan International Airport (BOS), Boston - 2 miles.",,,within an hour,99%,98%,Central Business District,2905,4556,"['email', 'phone']",Neighborhood highlights,East Cambridge,,42.36671,-71.07489,Room in hotel,Hotel room,2,1,1 bath,1,1,"[""Refrigerator"", ""Bed linens"", ""First aid kit"", ""Pool"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Iron"", ""Pets allowed"", ""Smoke alarm"", ""Patio or balcony"", ""Hangers"", ""Coffee maker"", ""Gym"", ""Essentials"", ""TV"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Air conditioning"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Heating"", ""Building staff""]",$999.00 ,9,7,0,0,9,42,41958,5,4.5,4.5,4.5,5,5,5,28,0,0,0,0.63
Harvard/MIT Commencement Find,"Fully furnished 2BD/1BR (with garage), located one block away from the Cambridge Public Library and two blocks away from Harvard. <br /><br />You:<br />- Are super clean! We love to keep a tidy house. <br />- Don’t smoke.<br /><br />The apartment:<br />- Alexa-operated lighting, Roomba, and TV (plus Apple TV)<br />- Coin-operated washer and dryer (basement)<br />- Parking/bike garage<br />- Close to coffee shops (Broadsheet, Starbucks)<br />- 12-min walk to Harvard Sq + bus stop in the corner",,"Cambridge, MA","I am a Mexican architect. I love to travel, dance, and walk around.",within a few hours,100%,60%,Mid-Cambridge,1,1,"['email', 'phone', 'work_email']",,Mid-Cambridge,,42.3763835,-71.1094659,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Single level home"", ""Exercise equipment: free weights, yoga mat"", ""Hot water kettle"", ""Free parking on premises"", ""Lockbox"", ""Self check-in"", ""Dedicated workspace"", ""Microwave"", ""Iron"", ""Books and reading material"", ""Dryer"", ""Cleaning products"", ""Coffee maker: espresso machine, french press"", ""Toaster"", ""Hangers"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Wine glasses"", ""Heating"", ""Washer""]",$350.00 ,3,1,0,8,1,6,2100,4.67,4.33,5,4.33,5,5,4,1,1,0,0,0.13
